Mean score,STD score,data,model
2.57299845559,1.24869433696,../data/LS/LS-L2-biomarkers.csv,Elastic Net
2.54577994814,1.51540934728,../data/LS/LS-L2-biomarkers.csv,Linear SVM
2.94495884712,1.51714064465,../data/LS/LS-L2-biomarkers.csv,RBF SVM
2.93739416667,1.21284657326,../data/LS/LS-L2-biomarkers.csv,RF
2.90255555556,1.92401342684,../data/LS/LS-L2-biomarkers.csv,KNN
2.90992890212,1.65657073989,../data/LS/LS-L2-biomarkers.csv,Metric KNN
2.76198839293,1.3320779723,../data/LS/LS-L3-biomarkers.csv,Elastic Net
2.65242291272,1.41775051564,../data/LS/LS-L3-biomarkers.csv,Linear SVM
3.15720829056,1.97612900742,../data/LS/LS-L3-biomarkers.csv,RBF SVM
3.059505,1.3903000349,../data/LS/LS-L3-biomarkers.csv,RF
3.16172619048,1.68932286047,../data/LS/LS-L3-biomarkers.csv,KNN
3.07594444444,1.49322057073,../data/LS/LS-L3-biomarkers.csv,Metric KNN
2.75782064822,1.3261345063,../data/LS/LS-L4-biomarkers.csv,Elastic Net
2.62361613734,1.4043752055,../data/LS/LS-L4-biomarkers.csv,Linear SVM
3.09005558726,1.75004816701,../data/LS/LS-L4-biomarkers.csv,RBF SVM
2.72587083333,1.32116827699,../data/LS/LS-L4-biomarkers.csv,RF
2.97979761905,1.31353827095,../data/LS/LS-L4-biomarkers.csv,KNN
3.08804166667,1.66485046696,../data/LS/LS-L4-biomarkers.csv,Metric KNN
2.83598267567,1.46975257647,../data/LS/LS-L5-biomarkers.csv,Elastic Net
3.0594370329,1.7359064685,../data/LS/LS-L5-biomarkers.csv,Linear SVM
3.21446604539,1.7097317732,../data/LS/LS-L5-biomarkers.csv,RBF SVM
2.78051,1.39147319814,../data/LS/LS-L5-biomarkers.csv,RF
3.13136937831,1.21375648913,../data/LS/LS-L5-biomarkers.csv,KNN
2.85846296296,1.84360985887,../data/LS/LS-L5-biomarkers.csv,Metric KNN
2.99620885075,1.34495373522,../data/LS/LS-L6-biomarkers.csv,Elastic Net
2.79088983547,1.70776029758,../data/LS/LS-L6-biomarkers.csv,Linear SVM
3.30289418201,1.59024406209,../data/LS/LS-L6-biomarkers.csv,RBF SVM
3.05328416667,1.42508720148,../data/LS/LS-L6-biomarkers.csv,RF
3.17922222222,1.04511196754,../data/LS/LS-L6-biomarkers.csv,KNN
3.06603703704,2.10570615312,../data/LS/LS-L6-biomarkers.csv,Metric KNN
